,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,CaseNumber,IUCR,Primary Type,Arrest,Domestic,Beat,District,FBI Code,Year,Crime_Date,Crime_Time,Month,Day,DayOT,Crime_Date_Day,Crime_month,CrimeType,Date,code_Crime_Time,code_Date,code_Primary,Labels
737371,737371,737371,737371,HX145563,1220,1220,1,0,512,5,11,2014,2014-02-09,23:08:00,February,Sunday,Evening,9,2,group5,9/2,4500,358,139,1
645767,645767,645767,645767,HW480391,0320,0320,0,0,1933,19,03,2013,2013-10-05,04:00:00,October,Saturday,Night,5,10,group2,5/10,308,307,20,2
378452,378452,378452,378452,HV577838,1150,1150,0,0,1924,19,11,2012,2012-11-26,02:00:00,November,Monday,Night,26,11,group5,26/11,166,218,124,2
876981,876981,876981,876981,HX382074,0486,0486,0,1,2515,25,08B,2014,2014-08-10,16:30:00,August,Sunday,Afternoon,10,8,group2,10/8,2833,22,51,0
1304064,1304064,1304064,1304064,HZ336620,1310,1310,0,0,2234,22,14,2016,2016-07-01,19:11:00,July,Friday,Evening,1,7,group1,1/7,3668,9,151,1
639070,639070,639070,639070,HW469596,502P,502P,1,0,1624,16,26,2013,2013-09-27,14:05:00,September,Friday,Afternoon,27,9,group3,27/9,2101,239,350,0
1068482,1068482,1068482,1068482,HY335096,0486,0486,1,1,1224,12,08B,2015,2015-07-10,13:00:00,July,Friday,Afternoon,10,7,group2,10/7,1789,21,51,0
1307864,1307864,1307864,1307864,HZ337969,031B,031B,0,0,331,3,03,2016,2016-07-06,12:05:00,July,Wednesday,Afternoon,6,7,group2,6/7,1517,327,19,0
238178,238178,238178,238178,HV358770,1110,1110,0,0,413,4,11,2012,2012-06-22,00:01:00,June,Friday,Night,22,6,group5,22/6,2,176,117,2
810346,810346,810346,810346,HX270608,0486,0486,0,0,1634,16,08B,2014,2014-05-21,13:00:00,May,Wednesday,Afternoon,21,5,group2,21/5,1789,163,51,0
502013,502013,502013,502013,HW251914,0486,0486,0,1,1832,18,08B,2013,2013-04-28,21:43:00,April,Sunday,Evening,28,4,group2,28/4,4293,246,51,1
1171839,1171839,1171839,1171839,HY516687,2825,2825,0,1,421,4,26,2015,2015-11-27,15:15:00,November,Friday,Afternoon,27,11,group3,27/11,2432,230,284,0
587002,587002,587002,587002,HW387020,0810,0810,0,0,1612,16,06,2013,2013-07-30,18:20:00,July,Tuesday,Evening,30,7,group1,30/7,3405,284,83,1
866166,866166,866166,866166,HX364390,1150,1150,0,0,735,7,11,2014,2014-07-11,06:00:00,July,Friday,Morning,11,7,group5,11/7,448,33,124,2
1428823,1428823,1428823,1428823,HZ545618,0560,0560,0,0,725,7,08A,2016,2016-12-09,11:30:00,December,Friday,Morning,9,12,group2,9/12,1332,357,73,2
1290066,1290066,1290066,1290066,HZ308528,031A,031A,0,0,1933,19,03,2016,2016-06-15,12:07:00,June,Wednesday,Afternoon,15,6,group2,15/6,1527,80,18,0
367743,367743,367743,367743,HV561065,031A,031A,0,0,513,5,03,2012,2012-11-13,23:15:00,November,Tuesday,Evening,13,11,group2,13/11,4516,50,18,1
974149,974149,974149,974149,HX548714,0820,0820,0,0,2413,24,06,2014,2014-12-19,17:00:00,December,Friday,Afternoon,19,12,group1,19/12,2982,123,84,0
180278,180278,180278,180278,HV267029,1811,1811,1,0,831,8,18,2012,2012-05-01,21:05:00,May,Tuesday,Evening,1,5,group5,1/5,4171,7,229,1
808907,808907,808907,808907,HX267665,0610,0610,0,0,1414,14,05,2014,2014-05-17,22:00:00,May,Saturday,Evening,17,5,group1,17/5,4341,103,79,1
109754,109754,109754,109754,HV154481,0610,0610,0,0,831,8,05,2012,2012-02-11,11:00:00,February,Saturday,Morning,11,2,group1,11/2,1157,28,79,2
982913,982913,982913,982913,HY123269,0820,0820,0,0,621,6,06,2014,2014-11-24,09:00:00,November,Monday,Morning,24,11,group1,24/11,751,194,84,2
1115308,1115308,1115308,1115308,HY415744,0460,0460,1,0,1011,10,08B,2015,2015-09-08,17:40:00,September,Tuesday,Afternoon,8,9,group2,8/9,3182,353,39,1
805271,805271,805271,805271,HX262658,0486,0486,0,1,621,6,08B,2014,2014-05-15,13:00:00,May,Thursday,Afternoon,15,5,group2,15/5,1789,79,51,0
103920,103920,103920,103920,HV145104,1320,1320,0,0,432,4,14,2012,2012-02-03,17:00:00,February,Friday,Afternoon,3,2,group1,3/2,2982,268,152,0
78990,78990,78990,78990,HV103664,1365,1365,1,0,2532,25,26,2012,2012-01-03,19:51:00,January,Tuesday,Evening,3,1,group1,3/1,3879,264,159,1
564963,564963,564963,564963,HW352317,0810,0810,0,0,1921,19,06,2013,2013-07-07,13:15:00,July,Sunday,Afternoon,7,7,group1,7/7,1872,339,83,0
287716,287716,287716,287716,HV435148,0820,0820,0,0,623,6,06,2012,2012-08-17,19:10:00,August,Friday,Evening,17,8,group1,17/8,3667,106,84,1
833745,833745,833745,833745,HX311100,1310,1310,0,0,911,9,14,2014,2014-06-19,20:00:00,June,Thursday,Evening,19,6,group1,19/6,3915,128,151,1
677914,677914,677914,677914,HW531750,0810,0810,0,0,1614,16,06,2013,2013-11-13,11:00:00,November,Wednesday,Morning,13,11,group1,13/11,1157,50,83,2
678347,678347,678347,678347,HW533293,0820,0820,1,0,1221,12,06,2013,2013-11-14,14:23:00,November,Thursday,Afternoon,14,11,group1,14/11,2188,62,84,0
981856,981856,981856,981856,HY102143,1154,1154,0,0,414,4,11,2014,2014-12-29,09:00:00,December,Monday,Morning,29,12,group5,29/12,751,255,128,2
1212611,1212611,1212611,1212611,HZ137410,1320,1320,0,0,924,9,14,2016,2016-02-02,05:20:00,February,Tuesday,Night,2,2,group1,2/2,401,136,152,2
394108,394108,394108,394108,HV602373,0890,0890,0,0,1531,15,06,2012,2012-11-23,00:01:00,November,Friday,Night,23,11,group1,23/11,2,182,95,2
839633,839633,839633,839633,HX320612,2820,2820,0,0,2524,25,26,2014,2014-06-23,19:00:00,June,Monday,Evening,23,6,group3,23/6,3616,188,283,1
1079143,1079143,1079143,1079143,HY353510,0460,0460,0,1,1523,15,08B,2015,2015-07-24,10:43:00,July,Friday,Morning,24,7,group2,24/7,1070,201,39,2
323782,323782,323782,323782,HV491222,0610,0610,0,0,1132,11,05,2012,2012-09-25,14:00:00,September,Tuesday,Afternoon,25,9,group1,25/9,2074,215,79,0
284388,284388,284388,284388,HV430305,0820,0820,0,0,312,3,06,2012,2012-08-14,15:30:00,August,Tuesday,Afternoon,14,8,group1,14/8,2519,70,84,0
1403474,1403474,1403474,1403474,HZ501808,0610,0610,0,0,131,1,05,2016,2016-11-03,18:30:00,November,Thursday,Evening,3,11,group1,3/11,3450,266,79,1
187979,187979,187979,187979,HV279450,1811,1811,1,0,831,8,18,2012,2012-05-09,22:10:00,May,Wednesday,Evening,9,5,group5,9/5,4365,361,229,1
1388664,1388664,1388664,1388664,HZ476332,1310,1310,0,0,1824,18,14,2016,2016-10-16,09:27:00,October,Sunday,Morning,16,10,group1,16/10,815,85,151,2
1109456,1109456,1109456,1109456,HY405521,051A,051A,1,1,623,6,04A,2015,2015-09-01,07:00:00,September,Tuesday,Morning,1,9,group2,1/9,528,11,59,2
1017406,1017406,1017406,1017406,HY245742,0820,0820,0,0,2524,25,06,2015,2015-04-28,09:00:00,April,Tuesday,Morning,28,4,group1,28/4,751,246,84,2
1121685,1121685,1121685,1121685,HY427205,1153,1153,0,0,1822,18,11,2013,2013-01-01,12:00:00,January,Tuesday,Afternoon,1,1,group5,1/1,1493,0,127,0
842160,842160,842160,842160,HX324728,0820,0820,0,0,414,4,06,2014,2014-06-30,05:05:00,June,Monday,Night,30,6,group1,30/6,384,283,84,2
355432,355432,355432,355432,HV541568,0460,0460,0,0,1722,17,08B,2012,2012-10-30,22:50:00,October,Tuesday,Evening,30,10,group2,30/10,4462,277,39,1
721453,721453,721453,721453,HX116871,0460,0460,0,0,1234,12,08B,2014,2014-01-16,14:45:00,January,Thursday,Afternoon,16,1,group2,16/1,2295,84,39,0
1075294,1075294,1075294,1075294,HY347088,0810,0810,0,0,524,5,06,2015,2015-07-16,00:00:00,July,Thursday,Night,16,7,group1,16/7,0,93,83,2
1109881,1109881,1109881,1109881,HY406536,2017,2017,1,0,1131,11,18,2015,2015-09-01,19:40:00,September,Tuesday,Evening,1,9,group5,1/9,3814,11,244,1
1206751,1206751,1206751,1206751,HZ122652,0281,0281,0,0,2033,20,02,2016,2016-01-18,22:00:00,January,Monday,Evening,18,1,group4,18/1,4341,108,14,1
438708,438708,438708,438708,HW150124,0810,0810,0,0,2533,25,06,2013,2013-02-09,09:00:00,February,Saturday,Morning,9,2,group1,9/2,751,358,83,2
328717,328717,328717,328717,HV497967,0820,0820,0,0,1915,19,06,2012,2012-09-25,20:20:00,September,Tuesday,Evening,25,9,group1,25/9,4005,215,84,1
914009,914009,914009,914009,HX444125,1310,1310,0,0,1432,14,14,2014,2014-09-26,14:00:00,September,Friday,Afternoon,26,9,group1,26/9,2074,227,151,0
1185172,1185172,1185172,1185172,HY540111,031A,031A,0,0,1824,18,03,2015,2015-12-17,00:59:00,December,Thursday,Night,17,12,group2,17/12,92,99,18,2
350047,350047,350047,350047,HV533166,1310,1310,0,0,411,4,14,2012,2012-10-24,06:30:00,October,Wednesday,Morning,24,10,group1,24/10,486,193,151,2
853113,853113,853113,853113,HX343108,2820,2820,0,1,1034,10,26,2014,2014-07-13,05:00:00,July,Sunday,Night,13,7,group3,13/7,379,57,283,2
61360,61360,61360,61360,HY163793,1150,1150,0,0,2024,20,11,2015,2015-02-25,13:00:00,February,Wednesday,Afternoon,25,2,group5,25/2,1789,208,124,0
1297985,1297985,1297985,1297985,HZ324288,0486,0486,0,1,532,5,08B,2016,2016-06-24,22:15:00,June,Friday,Evening,24,6,group2,24/6,4379,200,51,1
92102,92102,92102,92102,HV126050,0610,0610,0,0,423,4,05,2012,2012-01-20,02:00:00,January,Friday,Night,20,1,group1,20/1,166,144,79,2
510352,510352,510352,510352,HW265018,0320,0320,0,0,2422,24,03,2013,2013-05-08,01:30:00,May,Wednesday,Night,8,5,group2,8/5,127,349,20,2
358151,358151,358151,358151,HV545807,1345,1345,0,0,2413,24,14,2012,2012-11-02,20:20:00,November,Friday,Evening,2,11,group1,2/11,4005,134,156,1
1015214,1015214,1015214,1015214,HY241792,0320,0320,0,0,511,5,03,2015,2015-04-30,14:30:00,April,Thursday,Afternoon,30,4,group2,30/4,2226,281,20,0
546281,546281,546281,546281,HW322661,0460,0460,0,0,923,9,08B,2013,2013-06-16,13:00:00,June,Sunday,Afternoon,16,6,group2,16/6,1789,92,39,0
552529,552529,552529,552529,HW332467,0486,0486,1,1,1131,11,08B,2013,2013-06-24,00:01:00,June,Monday,Night,24,6,group2,24/6,2,200,51,2
201480,201480,201480,201480,HV300649,1200,1200,1,0,2534,25,13,2012,2012-05-24,02:30:00,May,Thursday,Night,24,5,group5,24/5,203,199,135,2
1000810,1000810,1000810,1000810,HY217219,1350,1350,1,0,321,3,26,2015,2015-04-10,18:30:00,April,Friday,Evening,10,4,group1,10/4,3450,18,157,1
1124606,1124606,1124606,1124606,HY432093,0486,0486,0,1,513,5,08B,2015,2015-09-21,10:05:00,September,Monday,Morning,21,9,group2,21/9,922,167,51,2
620109,620109,620109,620109,HW439439,0460,0460,1,0,2412,24,08B,2013,2013-09-05,21:38:00,September,Thursday,Evening,5,9,group2,5/9,4275,317,39,1
910880,910880,910880,910880,HX439002,0820,0820,0,0,2512,25,06,2014,2014-09-17,17:00:00,September,Wednesday,Afternoon,17,9,group1,17/9,2982,107,84,0
244182,244182,244182,244182,HV368003,0820,0820,0,0,1423,14,06,2012,2012-06-27,17:15:00,June,Wednesday,Afternoon,27,6,group1,27/6,3056,236,84,0
1039676,1039676,1039676,1039676,HY284223,1562,1562,1,0,1131,11,17,2015,2015-06-01,21:30:00,June,Monday,Evening,1,6,group4,1/6,4246,8,197,1
579737,579737,579737,579737,HW375567,0320,0320,0,0,632,6,03,2013,2013-07-23,14:30:00,July,Tuesday,Afternoon,23,7,group2,23/7,2226,189,20,0
1443690,1443690,1443690,1443690,JA100136,0460,0460,0,0,312,3,08B,2017,2017-01-01,02:44:00,January,Sunday,Night,1,1,group2,1/1,220,0,39,2
775284,775284,775284,775284,HX212283,0486,0486,1,1,812,8,08B,2014,2014-04-05,18:00:00,April,Saturday,Evening,5,4,group2,5/4,3287,312,51,1
1115215,1115215,1115215,1115215,HY415549,0545,0545,0,0,312,3,08A,2015,2015-09-08,15:40:00,September,Tuesday,Afternoon,8,9,group2,8/9,2576,353,63,0
1399656,1399656,1399656,1399656,HZ494833,0560,0560,1,0,714,7,08A,2016,2016-10-30,01:40:00,October,Sunday,Night,30,10,group2,30/10,142,277,73,2
1035906,1035906,1035906,1035906,HY277548,0910,0910,0,0,1113,11,07,2015,2015-05-27,20:30:00,May,Wednesday,Evening,27,5,group1,27/5,4045,235,97,1
344901,344901,344901,344901,HV524907,0560,0560,1,0,1913,19,08A,2012,2012-10-18,07:00:00,October,Thursday,Morning,18,10,group2,18/10,528,109,73,2
1376522,1376522,1376522,1376522,HZ455440,5011,5011,1,0,624,6,26,2016,2016-09-30,10:50:00,September,Friday,Morning,30,9,group3,30/9,1109,286,346,2
890742,890742,890742,890742,HX404793,0890,0890,0,0,1831,18,06,2014,2014-08-27,02:40:00,August,Wednesday,Night,27,8,group1,27/8,214,238,95,2
1249207,1249207,1249207,1249207,HZ198476,0820,0820,0,0,111,1,06,2016,2016-03-23,16:30:00,March,Wednesday,Afternoon,23,3,group1,23/3,2833,185,84,0
678248,678248,678248,678248,HW533367,0460,0460,1,0,511,5,08B,2013,2013-11-14,15:15:00,November,Thursday,Afternoon,14,11,group2,14/11,2432,62,39,0
786496,786496,786496,786496,HX231101,1811,1811,1,0,614,6,18,2014,2014-04-20,22:25:00,April,Sunday,Evening,20,4,group5,20/4,4404,150,229,1
574047,574047,574047,574047,HW365832,0610,0610,0,0,332,3,05,2013,2013-07-16,22:20:00,July,Tuesday,Evening,16,7,group1,16/7,4394,93,79,1
11786,11786,11786,11786,HZ267888,0320,0320,0,0,124,1,03,2016,2016-05-17,09:36:00,May,Tuesday,Morning,17,5,group2,17/5,833,103,20,2
968933,968933,968933,968933,HX539551,1153,1153,0,0,631,6,11,2014,2014-12-08,17:00:00,December,Monday,Afternoon,8,12,group5,8/12,2982,345,127,0
745747,745747,745747,745747,HX161294,0486,0486,1,1,812,8,08B,2014,2014-02-22,22:42:00,February,Saturday,Evening,22,2,group2,22/2,4444,172,51,1
1241698,1241698,1241698,1241698,HZ186621,2820,2820,0,0,2423,24,26,2016,2016-03-11,21:00:00,March,Friday,Evening,11,3,group3,11/3,4156,29,283,1
327205,327205,327205,327205,HV496721,1320,1320,0,0,124,1,14,2012,2012-09-29,10:20:00,September,Saturday,Morning,29,9,group1,29/9,973,263,152,2
1312375,1312375,1312375,1312375,HZ345423,0560,0560,0,0,2412,24,08A,2016,2016-07-11,23:41:00,July,Monday,Evening,11,7,group2,11/7,4565,33,73,1
488823,488823,488823,488823,HW230889,0880,0880,0,0,1214,12,06,2013,2013-04-13,00:30:00,April,Saturday,Night,13,4,group1,13/4,47,54,94,2
36370,36370,36370,36370,HY116265,0810,0810,0,0,822,8,06,2015,2015-01-14,16:46:00,January,Wednesday,Afternoon,14,1,group1,14/1,2904,60,83,0
359411,359411,359411,359411,HV547846,0320,0320,1,0,423,4,03,2012,2012-11-04,09:50:00,November,Sunday,Morning,4,11,group2,4/11,875,296,20,2
314536,314536,314536,314536,HT249488,0820,0820,0,0,912,9,06,2012,2012-04-14,12:00:00,April,Saturday,Afternoon,14,4,group1,14/4,1493,66,84,0
33666,33666,33666,33666,HY111011,0610,0610,0,0,832,8,05,2015,2015-01-11,04:04:00,January,Sunday,Night,11,1,group1,11/1,313,24,79,2
1152114,1152114,1152114,1152114,HY480666,1310,1310,0,0,231,2,14,2015,2015-10-25,21:00:00,October,Sunday,Evening,25,10,group1,25/10,4156,205,151,1
745133,745133,745133,745133,HX160143,1310,1310,0,1,424,4,14,2014,2014-02-21,21:00:00,February,Friday,Evening,21,2,group1,21/2,4156,160,151,1
320542,320542,320542,320542,HV486313,2024,2024,1,0,1524,15,18,2012,2012-09-21,22:54:00,September,Friday,Evening,21,9,group5,21/9,4473,167,251,1
695990,695990,695990,695990,HW562169,1811,1811,1,0,321,3,18,2013,2013-12-07,13:10:00,December,Saturday,Afternoon,7,12,group5,7/12,1839,333,229,0
573666,573666,573666,573666,HW366210,1152,1152,0,0,834,8,11,2013,2013-07-16,09:00:00,July,Tuesday,Morning,16,7,group5,16/7,751,93,126,2
127292,127292,127292,127292,HV182816,2170,2170,1,0,1823,18,18,2012,2012-03-04,11:45:00,March,Sunday,Morning,4,3,group5,4/3,1413,299,276,0
265352,265352,265352,265352,HV400159,0890,0890,0,0,1424,14,06,2012,2012-07-25,13:30:00,July,Wednesday,Afternoon,25,7,group1,25/7,1931,213,95,0
865142,865142,865142,865142,HX362965,0820,0820,0,0,713,7,06,2014,2014-07-27,15:30:00,July,Sunday,Afternoon,27,7,group1,27/7,2519,237,84,0
936643,936643,936643,936643,HX482877,0910,0910,0,0,1533,15,07,2014,2014-10-26,00:00:00,October,Sunday,Night,26,10,group1,26/10,0,217,97,2
188356,188356,188356,188356,HV279882,0820,0820,0,0,1012,10,06,2012,2012-05-10,09:58:00,May,Thursday,Morning,10,5,group1,10/5,902,19,84,2
1384887,1384887,1384887,1384887,HZ469506,0560,0560,0,0,414,4,08A,2016,2016-10-11,09:00:00,October,Tuesday,Morning,11,10,group2,11/10,751,25,73,2
977461,977461,977461,977461,HX554521,0486,0486,0,1,224,2,08B,2014,2014-12-25,06:15:00,December,Thursday,Morning,25,12,group2,25/12,467,207,51,2
222166,222166,222166,222166,HV333555,2030,2030,1,0,2534,25,18,2012,2012-06-13,21:02:00,June,Wednesday,Evening,13,6,group5,13/6,4164,56,257,1
178540,178540,178540,178540,HV264077,1811,1811,1,0,824,8,18,2012,2012-04-29,22:15:00,April,Sunday,Evening,29,4,group5,29/4,4379,258,229,1
661550,661550,661550,661550,HW505917,0610,0610,0,0,422,4,05,2013,2013-10-22,22:30:00,October,Tuesday,Evening,22,10,group1,22/10,4419,169,79,1
616916,616916,616916,616916,HW434287,0320,0320,0,0,822,8,03,2013,2013-09-02,11:50:00,September,Monday,Morning,2,9,group2,2/9,1439,143,20,0
862765,862765,862765,862765,HX359229,0486,0486,0,1,523,5,08B,2014,2014-07-24,20:00:00,July,Thursday,Evening,24,7,group2,24/7,3915,201,51,1
1365833,1365833,1365833,1365833,HZ437995,0820,0820,0,0,1224,12,06,2016,2016-09-16,23:59:00,September,Friday,Evening,16,9,group1,16/9,4595,95,84,1
571129,571129,571129,571129,HW362377,0910,0910,0,0,1034,10,07,2013,2013-07-11,03:00:00,July,Thursday,Night,11,7,group1,11/7,240,33,97,2
664479,664479,664479,664479,HW510789,0460,0460,1,0,822,8,08B,2013,2013-10-21,09:00:00,October,Monday,Morning,21,10,group2,21/10,751,157,39,2
71591,71591,71591,71591,HY182595,1562,1562,1,1,333,3,17,2015,2015-03-05,23:00:00,March,Thursday,Evening,5,3,group4,5/3,4485,311,197,1
1324507,1324507,1324507,1324507,HZ365910,0820,0820,0,0,2213,22,06,2016,2016-07-26,17:30:00,July,Tuesday,Afternoon,26,7,group1,26/7,3127,225,84,1
696528,696528,696528,696528,HW563192,0810,0810,0,0,1624,16,06,2013,2013-12-04,18:00:00,December,Wednesday,Evening,4,12,group1,4/12,3287,297,83,1
595750,595750,595750,595750,HW401555,1320,1320,0,0,1732,17,14,2013,2013-08-09,22:00:00,August,Friday,Evening,9,8,group1,9/8,4341,364,152,1
1043227,1043227,1043227,1043227,HY290548,2026,2026,1,0,1533,15,18,2015,2015-06-06,17:40:00,June,Saturday,Afternoon,6,6,group5,6/6,3182,326,253,1
41080,41080,41080,41080,HY124616,1130,1130,1,0,1832,18,11,2015,2015-01-21,19:27:00,January,Wednesday,Evening,21,1,group5,21/1,3749,156,121,1
478084,478084,478084,478084,HW213972,0810,0810,0,0,2531,25,06,2013,2013-03-31,02:30:00,March,Sunday,Night,31,3,group1,31/3,203,290,83,2
158548,158548,158548,158548,HV232829,051A,051A,0,0,634,6,04A,2012,2012-04-07,22:00:00,April,Saturday,Evening,7,4,group2,7/4,4341,336,59,1
301044,301044,301044,301044,HV454625,0810,0810,0,0,2521,25,06,2012,2012-08-30,02:30:00,August,Thursday,Night,30,8,group1,30/8,203,285,83,2
355936,355936,355936,355936,HV542199,0810,0810,0,0,421,4,06,2012,2012-10-31,11:00:00,October,Wednesday,Morning,31,10,group1,31/10,1157,288,83,2
941793,941793,941793,941793,HX491696,0820,0820,0,0,123,1,06,2014,2014-11-01,23:00:00,November,Saturday,Evening,1,11,group1,1/11,4485,2,84,1
222118,222118,222118,222118,HV333495,0560,0560,1,0,1934,19,08A,2012,2012-06-13,20:36:00,June,Wednesday,Evening,13,6,group2,13/6,4066,56,73,1
1293103,1293103,1293103,1293103,HZ320640,1121,1121,0,0,122,1,10,2016,2016-06-17,16:00:00,June,Friday,Afternoon,17,6,group5,17/6,2672,104,119,0
610306,610306,610306,610306,HW423867,0553,0553,1,0,1014,10,04A,2013,2013-08-25,23:55:00,August,Sunday,Evening,25,8,group2,25/8,4586,214,67,1
167249,167249,167249,167249,HV246452,2027,2027,1,0,1124,11,18,2012,2012-04-17,17:25:00,April,Tuesday,Afternoon,17,4,group5,17/4,3104,102,254,1
628014,628014,628014,628014,HW440849,0620,0620,0,0,1633,16,05,2013,2013-09-06,21:10:00,September,Friday,Evening,6,9,group1,6/9,4185,329,80,1
1065223,1065223,1065223,1065223,HY329178,0610,0610,1,0,1214,12,05,2015,2015-07-05,22:15:00,July,Sunday,Evening,5,7,group1,5/7,4379,315,79,1
971058,971058,971058,971058,HX543334,2820,2820,0,0,2521,25,26,2014,2014-12-14,23:12:00,December,Sunday,Evening,14,12,group3,14/12,4509,63,283,1
510484,510484,510484,510484,HW265166,0460,0460,0,0,224,2,08B,2013,2013-05-08,07:55:00,May,Wednesday,Morning,8,5,group2,8/5,621,349,39,2
93362,93362,93362,93362,HV128410,1320,1320,0,0,2535,25,14,2012,2012-01-22,15:00:00,January,Sunday,Afternoon,22,1,group1,22/1,2373,168,152,0
1060619,1060619,1060619,1060619,HY321267,1811,1811,1,0,1134,11,18,2015,2015-06-29,20:08:00,June,Monday,Evening,29,6,group5,29/6,3949,260,229,1
1327071,1327071,1327071,1327071,HZ373802,0610,0610,0,0,523,5,05,2016,2016-07-29,10:00:00,July,Friday,Morning,29,7,group1,29/7,906,261,79,2
1333112,1333112,1333112,1333112,HZ380312,1305,1305,0,0,1713,17,14,2016,2016-08-06,02:15:00,August,Saturday,Night,6,8,group1,6/8,185,328,150,2
1052723,1052723,1052723,1052723,HY307612,0810,0810,0,0,421,4,06,2015,2015-06-19,13:00:00,June,Friday,Afternoon,19,6,group1,19/6,1789,128,83,0
1031009,1031009,1031009,1031009,HY269026,1310,1310,0,0,922,9,14,2015,2015-05-20,22:00:00,May,Wednesday,Evening,20,5,group1,20/5,4341,151,151,1
1038716,1038716,1038716,1038716,HY282711,2170,2170,1,0,713,7,18,2015,2015-05-31,20:14:00,May,Sunday,Evening,31,5,group5,31/5,3974,291,276,1
835821,835821,835821,835821,HX314518,0610,0610,0,0,712,7,05,2014,2014-06-22,15:00:00,June,Sunday,Afternoon,22,6,group1,22/6,2373,176,79,0
478366,478366,478366,478366,HW214381,0496,0496,0,1,715,7,04B,2013,2013-04-01,00:05:00,April,Monday,Night,1,4,group2,1/4,9,6,56,2
511146,511146,511146,511146,HW266331,0486,0486,0,0,1523,15,08B,2013,2013-05-08,21:20:00,May,Wednesday,Evening,8,5,group2,8/5,4217,349,51,1
653487,653487,653487,653487,HW492896,1210,1210,1,0,1913,19,11,2013,2013-10-14,17:15:00,October,Monday,Afternoon,14,10,group5,14/10,3056,61,138,0
304250,304250,304250,304250,HV460888,1220,1220,1,0,933,9,11,2012,2012-09-04,14:35:00,September,Tuesday,Afternoon,4,9,group5,4/9,2255,305,139,0
1171182,1171182,1171182,1171182,HY515442,1320,1320,0,0,2223,22,14,2015,2015-11-26,06:00:00,November,Thursday,Morning,26,11,group1,26/11,448,218,152,2
1260810,1260810,1260810,1260810,HZ218131,1153,1153,0,0,314,3,11,2016,2016-04-07,10:30:00,April,Thursday,Morning,7,4,group5,7/4,1017,336,127,2
818249,818249,818249,818249,HX284806,0486,0486,0,1,312,3,08B,2014,2014-06-01,02:00:00,June,Sunday,Night,1,6,group2,1/6,166,8,51,2
652689,652689,652689,652689,HW491532,0291,0291,0,0,1913,19,02,2013,2013-10-13,15:20:00,October,Sunday,Afternoon,13,10,group4,13/10,2461,49,15,0
1061438,1061438,1061438,1061438,HY322730,0486,0486,0,1,524,5,08B,2015,2015-06-30,21:40:00,June,Tuesday,Evening,30,6,group2,30/6,4282,283,51,1
14974,14974,14974,14974,HZ274397,1310,1310,0,0,1932,19,14,2016,2016-05-21,20:00:00,May,Saturday,Evening,21,5,group1,21/5,3915,163,151,1
187357,187357,187357,187357,HV276963,0610,0610,0,0,2524,25,05,2012,2012-05-08,12:45:00,May,Tuesday,Afternoon,8,5,group1,8/5,1718,349,79,0
192877,192877,192877,192877,HV279223,1811,1811,0,0,1651,16,18,2012,2012-05-09,18:55:00,May,Wednesday,Evening,9,5,group5,9/5,3585,361,229,1
884434,884434,884434,884434,HX394267,0910,0910,0,0,1225,12,07,2014,2014-08-19,06:00:00,August,Tuesday,Morning,19,8,group1,19/8,448,130,97,2
1152369,1152369,1152369,1152369,HY481000,1320,1320,0,0,1135,11,14,2015,2015-10-29,13:00:00,October,Thursday,Afternoon,29,10,group1,29/10,1789,253,152,0
1040736,1040736,1040736,1040736,HY285955,141C,141C,0,0,1215,12,15,2015,2015-06-03,08:00:00,June,Wednesday,Morning,3,6,group2,3/6,628,272,164,2
1403700,1403700,1403700,1403700,HZ501742,0810,0810,0,0,1024,10,06,2016,2016-11-04,05:00:00,November,Friday,Night,4,11,group1,4/11,379,296,83,2
1246421,1246421,1246421,1246421,HZ193803,1330,1330,0,0,2422,24,26,2016,2016-03-19,21:24:00,March,Saturday,Evening,19,3,group1,19/3,4230,125,153,1
83118,83118,83118,83118,HV110744,1320,1320,1,0,522,5,14,2012,2012-01-09,11:10:00,January,Monday,Morning,9,1,group1,9/1,1224,354,152,2
1106918,1106918,1106918,1106918,HY401307,0820,0820,0,0,823,8,06,2015,2015-08-28,20:25:00,August,Friday,Evening,28,8,group1,28/8,4027,250,84,1
452140,452140,452140,452140,HW170897,0610,0610,0,0,522,5,05,2013,2013-02-21,15:00:00,February,Thursday,Afternoon,21,2,group1,21/2,2373,160,79,0
633989,633989,633989,633989,HW461653,0460,0460,1,0,131,1,08B,2013,2013-09-21,18:50:00,September,Saturday,Evening,21,9,group2,21/9,3555,167,39,1
461347,461347,461347,461347,HW187146,1320,1320,0,0,1133,11,14,2013,2013-03-11,01:20:00,March,Monday,Night,11,3,group1,11/3,116,29,152,2
493461,493461,493461,493461,HW238165,0460,0460,0,0,533,5,08B,2013,2013-04-18,16:28:00,April,Thursday,Afternoon,18,4,group2,18/4,2819,114,39,0
957844,957844,957844,957844,HX520043,0820,0820,0,1,421,4,06,2014,2014-11-23,14:00:00,November,Sunday,Afternoon,23,11,group1,23/11,2074,182,84,0
173568,173568,173568,173568,HV255129,0610,0610,0,0,1814,18,05,2012,2012-04-23,00:01:00,April,Monday,Night,23,4,group1,23/4,2,186,79,2
1269099,1269099,1269099,1269099,HZ152501,0910,0910,0,0,1234,12,07,2016,2016-02-15,10:00:00,February,Monday,Morning,15,2,group1,15/2,906,76,97,2
