,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,CaseNumber,IUCR,Primary Type,Arrest,Domestic,Beat,District,FBI Code,Year,Crime_Date,Crime_Time,Month,Day,DayOT,Crime_Date_Day,Crime_month,CrimeType,Date,code_Crime_Time,code_Date,code_Primary,Labels
409349,409349,409349,409349,HW103237,2017,2017,1,0,1511,15,18,2013,2013-01-03,14:05:00,January,Thursday,Afternoon,3,1,group5,3/1,2101,264,244,0
1193531,1193531,1193531,1193531,HY554777,0486,0486,0,1,212,2,08B,2015,2015-12-30,10:45:00,December,Wednesday,Morning,30,12,group2,30/12,1077,279,51,2
1306477,1306477,1306477,1306477,HZ335606,0530,0530,1,0,1912,19,04A,2016,2016-07-04,23:00:00,July,Monday,Evening,4,7,group2,4/7,4485,303,62,1
771206,771206,771206,771206,HX205305,1152,1152,0,0,231,2,11,2014,2014-03-30,12:00:00,March,Sunday,Afternoon,30,3,group5,30/3,1493,280,126,0
1409761,1409761,1409761,1409761,HZ512283,0320,0320,0,0,1511,15,03,2016,2016-11-12,07:00:00,November,Saturday,Morning,12,11,group2,12/11,528,38,20,2
822000,822000,822000,822000,HX291287,1365,1365,1,0,714,7,26,2014,2014-06-05,16:07:00,June,Thursday,Afternoon,5,6,group1,5/6,2713,314,159,0
1409980,1409980,1409980,1409980,HZ512944,0860,0860,0,0,2431,24,06,2016,2016-11-12,17:25:00,November,Saturday,Afternoon,12,11,group1,12/11,3104,38,91,1
1451407,1451407,1451407,1451407,JA119309,0890,0890,0,0,1213,12,06,2016,2016-12-20,19:17:00,December,Tuesday,Evening,20,12,group1,20/12,3694,147,95,1
987392,987392,987392,987392,HY193775,0470,0470,1,0,1733,17,24,2015,2015-03-21,02:15:00,March,Saturday,Night,21,3,group5,21/3,185,161,42,2
592196,592196,592196,592196,HW395993,1811,1811,1,0,713,7,18,2013,2013-08-06,15:30:00,August,Tuesday,Afternoon,6,8,group5,6/8,2519,328,229,0
1075964,1075964,1075964,1075964,HY348224,1150,1150,0,0,1831,18,11,2015,2015-07-19,01:15:00,July,Sunday,Night,19,7,group5,19/7,111,129,124,2
1124334,1124334,1124334,1124334,HY431805,0486,0486,0,1,1115,11,08B,2015,2015-09-21,04:50:00,September,Monday,Night,21,9,group2,21/9,366,167,51,2
580306,580306,580306,580306,HW377060,5011,5011,1,0,311,3,26,2013,2013-07-24,14:48:00,July,Wednesday,Afternoon,24,7,group3,24/7,2310,201,346,0
936506,936506,936506,936506,HX482590,1345,1345,1,0,1224,12,14,2014,2014-10-26,04:02:00,October,Sunday,Night,26,10,group1,26/10,310,217,156,2
663579,663579,663579,663579,HW504095,0890,0890,0,0,112,1,06,2013,2013-10-23,09:40:00,October,Wednesday,Morning,23,10,group1,23/10,846,181,95,2
806698,806698,806698,806698,HX264996,0460,0460,0,0,813,8,08B,2014,2014-05-16,16:10:00,May,Friday,Afternoon,16,5,group2,16/5,2726,91,39,0
961060,961060,961060,961060,HX525546,0820,0820,0,0,1924,19,06,2014,2014-11-30,18:30:00,November,Sunday,Evening,30,11,group1,30/11,3450,278,84,1
264408,264408,264408,264408,HV399115,2024,2024,1,0,412,4,18,2012,2012-07-25,03:20:00,July,Wednesday,Night,25,7,group5,25/7,266,213,251,2
256306,256306,256306,256306,HV386373,0560,0560,0,0,2525,25,08A,2012,2012-07-16,18:30:00,July,Monday,Evening,16,7,group2,16/7,3450,93,73,1
1062365,1062365,1062365,1062365,HY324244,0860,0860,0,0,614,6,06,2015,2015-07-02,04:03:00,July,Thursday,Night,2,7,group1,2/7,311,141,91,2
303154,303154,303154,303154,HV458960,1310,1310,0,0,2234,22,14,2012,2012-09-03,03:25:00,September,Monday,Night,3,9,group1,3/9,272,275,151,2
1220744,1220744,1220744,1220744,HZ150051,1310,1310,0,1,234,2,14,2016,2016-02-13,07:45:00,February,Saturday,Morning,13,2,group1,13/2,601,52,151,2
351186,351186,351186,351186,HV534960,1811,1811,1,0,313,3,18,2012,2012-10-26,00:10:00,October,Friday,Night,26,10,group5,26/10,16,217,229,2
263406,263406,263406,263406,HV397591,0620,0620,1,0,1431,14,05,2012,2012-07-24,05:20:00,July,Tuesday,Night,24,7,group1,24/7,401,201,80,2
410179,410179,410179,410179,HW104627,5007,5007,0,0,1421,14,26,2013,2013-01-04,16:05:00,January,Friday,Afternoon,4,1,group3,4/1,2699,294,341,0
381030,381030,381030,381030,HV581779,0860,0860,1,0,124,1,06,2012,2012-11-29,16:25:00,November,Thursday,Afternoon,29,11,group1,29/11,2801,254,91,0
891958,891958,891958,891958,HX376746,2024,2024,1,0,932,9,18,2014,2014-08-06,16:45:00,August,Wednesday,Afternoon,6,8,group5,6/8,2897,328,251,0
910999,910999,910999,910999,HX439122,0860,0860,1,0,1232,12,06,2014,2014-09-22,18:50:00,September,Monday,Evening,22,9,group1,22/9,3555,179,91,1
888729,888729,888729,888729,HX401447,1320,1320,0,0,1622,16,14,2014,2014-08-24,21:00:00,August,Sunday,Evening,24,8,group1,24/8,4156,202,152,1
991299,991299,991299,991299,HY200880,0560,0560,0,0,111,1,08A,2015,2015-03-26,09:00:00,March,Thursday,Morning,26,3,group2,26/3,751,221,73,2
137418,137418,137418,137418,HV197864,2826,2826,0,1,714,7,26,2012,2012-03-13,22:28:00,March,Tuesday,Evening,13,3,group3,13/3,4411,53,285,1
775085,775085,775085,775085,HX211618,0486,0486,1,0,324,3,08B,2014,2014-04-05,08:00:00,April,Saturday,Morning,5,4,group2,5/4,628,312,51,2
494783,494783,494783,494783,HW240347,0820,0820,0,0,1654,16,06,2013,2013-04-19,18:00:00,April,Friday,Evening,19,4,group1,19/4,3287,126,84,1
1060514,1060514,1060514,1060514,HY321159,3731,3731,1,0,922,9,24,2015,2015-06-29,18:30:00,June,Monday,Evening,29,6,group5,29/6,3450,260,303,1
1389370,1389370,1389370,1389370,HZ481801,0557,0557,0,0,1135,11,04A,2016,2016-10-07,07:45:00,October,Friday,Morning,7,10,group2,7/10,601,331,71,2
800773,800773,800773,800773,HX254932,0920,0920,0,0,1215,12,07,2014,2014-05-09,15:00:00,May,Friday,Afternoon,9,5,group1,9/5,2373,361,101,0
485114,485114,485114,485114,HW225035,0486,0486,0,1,423,4,08B,2013,2013-04-08,20:20:00,April,Monday,Evening,8,4,group2,8/4,4005,348,51,1
1286366,1286366,1286366,1286366,HZ306140,2825,2825,0,0,2031,20,26,2016,2016-06-10,22:40:00,June,Friday,Evening,10,6,group3,10/6,4442,20,284,1
94304,94304,94304,94304,HV129803,4387,4387,0,1,2221,22,26,2012,2012-01-24,08:15:00,January,Tuesday,Morning,24,1,group3,24/1,653,192,324,2
155690,155690,155690,155690,HV228062,0910,0910,0,0,715,7,07,2012,2012-04-04,05:30:00,April,Wednesday,Night,4,4,group1,4/4,412,300,97,2
1181999,1181999,1181999,1181999,HY534568,1320,1320,0,0,1935,19,14,2015,2015-12-11,22:00:00,December,Friday,Evening,11,12,group1,11/12,4341,27,152,1
1432564,1432564,1432564,1432564,HZ552564,1153,1153,0,0,1013,10,11,2016,2016-12-15,10:30:00,December,Thursday,Morning,15,12,group5,15/12,1017,75,127,2
218971,218971,218971,218971,HV328439,1310,1310,0,0,913,9,14,2012,2012-06-10,21:30:00,June,Sunday,Evening,10,6,group1,10/6,4246,20,151,1
348455,348455,348455,348455,HV525995,1206,1206,0,0,1654,16,11,2012,2012-09-24,00:50:00,September,Monday,Night,24,9,group5,24/9,80,203,137,2
387691,387691,387691,387691,HV592176,1811,1811,1,0,1012,10,18,2012,2012-12-06,21:50:00,December,Thursday,Evening,6,12,group5,6/12,4317,321,229,1
229875,229875,229875,229875,HV345753,0820,0820,0,0,2532,25,06,2012,2012-06-16,06:30:00,June,Saturday,Morning,16,6,group1,16/6,486,92,84,2
1454408,1454408,1454408,1454408,JA117635,0486,0486,1,1,1523,15,08B,2017,2017-01-16,06:50:00,January,Monday,Morning,16,1,group2,16/1,517,84,51,2
130990,130990,130990,130990,HV189025,1310,1310,0,0,2511,25,14,2012,2012-03-07,21:00:00,March,Wednesday,Evening,7,3,group1,7/3,4156,335,151,1
850082,850082,850082,850082,HX338130,1320,1320,0,0,2432,24,14,2014,2014-07-07,22:30:00,July,Monday,Evening,7,7,group1,7/7,4419,339,152,1
280266,280266,280266,280266,HV423723,0460,0460,1,0,1922,19,08B,2012,2012-08-09,23:50:00,August,Thursday,Evening,9,8,group2,9/8,4577,364,39,1
421074,421074,421074,421074,HW121397,0890,0890,0,0,1923,19,06,2012,2012-12-21,13:00:00,December,Friday,Afternoon,21,12,group1,21/12,1789,159,95,0
122204,122204,122204,122204,HV174572,0460,0460,0,0,725,7,08B,2012,2012-02-27,11:50:00,February,Monday,Morning,27,2,group2,27/2,1439,232,39,0
1010661,1010661,1010661,1010661,HY233936,0910,0910,0,0,1412,14,07,2015,2015-04-23,21:00:00,April,Thursday,Evening,23,4,group1,23/4,4156,186,97,1
837774,837774,837774,837774,HX317427,0820,0820,0,0,1822,18,06,2014,2014-06-24,18:00:00,June,Tuesday,Evening,24,6,group1,24/6,3287,200,84,1
229060,229060,229060,229060,HV344686,1210,1210,0,0,1832,18,11,2012,2012-06-20,18:45:00,June,Wednesday,Evening,20,6,group5,20/6,3532,152,138,1
813617,813617,813617,813617,HX276796,0486,0486,0,1,223,2,08B,2014,2014-05-25,20:00:00,May,Sunday,Evening,25,5,group2,25/5,3915,211,51,1
794968,794968,794968,794968,HX245043,0486,0486,0,1,322,3,08B,2014,2014-05-02,00:15:00,May,Friday,Night,2,5,group2,2/5,24,139,51,2
1325990,1325990,1325990,1325990,HZ368605,0486,0486,0,0,1032,10,08B,2016,2016-07-28,17:27:00,July,Thursday,Afternoon,28,7,group2,28/7,3113,249,51,1
479926,479926,479926,479926,HW216927,4387,4387,1,0,823,8,26,2013,2013-03-31,21:50:00,March,Sunday,Evening,31,3,group3,31/3,4317,290,324,1
1012041,1012041,1012041,1012041,HY236392,0560,0560,0,0,432,4,08A,2015,2015-04-26,08:49:00,April,Sunday,Morning,26,4,group2,26/4,727,222,73,2
1078688,1078688,1078688,1078688,HY352784,0915,0915,0,0,923,9,07,2015,2015-07-23,17:00:00,July,Thursday,Afternoon,23,7,group1,23/7,2982,189,98,0
581968,581968,581968,581968,HW379569,0820,0820,0,0,1232,12,06,2013,2013-07-26,00:01:00,July,Friday,Night,26,7,group1,26/7,2,225,84,2
898316,898316,898316,898316,HX417597,051A,051A,0,1,533,5,04A,2014,2014-09-05,21:00:00,September,Friday,Evening,5,9,group2,5/9,4156,317,59,1
104385,104385,104385,104385,HV145799,2024,2024,1,0,1011,10,18,2012,2012-02-04,19:30:00,February,Saturday,Evening,4,2,group5,4/2,3763,298,251,1
565229,565229,565229,565229,HW352608,143A,143A,1,0,1132,11,15,2013,2013-07-07,22:40:00,July,Sunday,Evening,7,7,group2,7/7,4442,339,168,1
1202675,1202675,1202675,1202675,HZ115080,2024,2024,1,0,1012,10,18,2016,2016-01-14,10:05:00,January,Thursday,Morning,14,1,group5,14/1,922,60,251,2
715882,715882,715882,715882,HX106921,033A,033A,0,0,734,7,03,2014,2014-01-08,12:10:00,January,Wednesday,Afternoon,8,1,group2,8/1,1538,342,27,0
690210,690210,690210,690210,HW552834,1121,1121,0,0,712,7,10,2013,2013-11-30,04:40:00,November,Saturday,Night,30,11,group5,30/11,353,278,119,2
860791,860791,860791,860791,HX355778,1154,1154,0,0,1421,14,11,2014,2014-07-21,11:00:00,July,Monday,Morning,21,7,group5,21/7,1157,165,128,2
1336757,1336757,1336757,1336757,HZ387120,1310,1310,0,0,133,1,14,2016,2016-08-10,18:50:00,August,Wednesday,Evening,10,8,group1,10/8,3555,22,151,1
284186,284186,284186,284186,HV429918,051A,051A,0,0,324,3,04A,2012,2012-08-14,11:45:00,August,Tuesday,Morning,14,8,group2,14/8,1413,70,59,0
1292974,1292974,1292974,1292974,HZ314476,1320,1320,0,0,815,8,14,2016,2016-06-18,02:00:00,June,Saturday,Night,18,6,group1,18/6,166,116,152,2
715035,715035,715035,715035,HX105104,1811,1811,1,0,412,4,18,2014,2014-01-06,13:55:00,January,Monday,Afternoon,6,1,group5,6/1,2047,318,229,0
491486,491486,491486,491486,HW235116,0460,0460,0,0,912,9,08B,2013,2013-04-16,10:00:00,April,Tuesday,Morning,16,4,group2,16/4,906,90,39,2
370020,370020,370020,370020,HV564769,2024,2024,1,0,1533,15,18,2012,2012-11-16,15:58:00,November,Friday,Afternoon,16,11,group5,16/11,2659,86,251,0
418146,418146,418146,418146,HW116982,1305,1305,0,0,631,6,14,2013,2013-01-13,22:00:00,January,Sunday,Evening,13,1,group1,13/1,4341,48,150,1
234237,234237,234237,234237,HV352586,1310,1310,0,0,513,5,14,2012,2012-06-25,13:00:00,June,Monday,Afternoon,25,6,group1,25/6,1789,212,151,0
482583,482583,482583,482583,HW220863,0486,0486,1,0,111,1,08B,2013,2013-04-05,16:36:00,April,Friday,Afternoon,5,4,group2,5/4,2866,312,51,0
621745,621745,621745,621745,HW442052,0620,0620,0,0,2222,22,05,2013,2013-09-07,08:30:00,September,Saturday,Morning,7,9,group1,7/9,682,341,80,2
340642,340642,340642,340642,HV518206,2024,2024,1,0,1133,11,18,2012,2012-10-14,16:00:00,October,Sunday,Afternoon,14,10,group5,14/10,2672,61,251,0
168884,168884,168884,168884,HV248852,0910,0910,0,0,813,8,07,2012,2012-04-18,19:00:00,April,Wednesday,Evening,18,4,group1,18/4,3616,114,97,1
118653,118653,118653,118653,HV168794,1210,1210,0,0,1832,18,11,2012,2012-02-22,18:55:00,February,Wednesday,Evening,22,2,group5,22/2,3585,172,138,1
1083318,1083318,1083318,1083318,HY360928,0486,0486,0,1,1622,16,08B,2015,2015-06-20,18:00:00,June,Saturday,Evening,20,6,group2,20/6,3287,152,51,1
375922,375922,375922,375922,HV573949,0910,0910,0,0,813,8,07,2012,2012-11-23,02:00:00,November,Friday,Night,23,11,group1,23/11,166,182,97,2
406214,406214,406214,406214,HV621820,3710,3710,1,0,1532,15,24,2012,2012-12-30,12:20:00,December,Sunday,Afternoon,30,12,group5,30/12,1585,279,300,0
55958,55958,55958,55958,HY153226,0484,0484,0,0,1134,11,08B,2015,2015-02-16,10:35:00,February,Monday,Morning,16,2,group2,16/2,1041,88,49,2
1067800,1067800,1067800,1067800,HY333896,0890,0890,0,0,1711,17,06,2015,2015-07-09,13:00:00,July,Thursday,Afternoon,9,7,group1,9/7,1789,363,95,0
417969,417969,417969,417969,HW116791,0430,0430,0,0,712,7,04B,2013,2013-01-14,11:45:00,January,Monday,Morning,14,1,group2,14/1,1413,60,33,0
1034423,1034423,1034423,1034423,HY275144,1320,1320,0,0,1214,12,14,2015,2015-05-25,11:00:00,May,Monday,Morning,25,5,group1,25/5,1157,211,152,2
63864,63864,63864,63864,HY168936,0560,0560,0,1,225,2,08A,2015,2015-03-02,09:15:00,March,Monday,Morning,2,3,group2,2/3,780,137,73,2
1234449,1234449,1234449,1234449,HZ175913,0890,0890,0,0,1121,11,06,2016,2016-03-04,17:30:00,March,Friday,Afternoon,4,3,group1,4/3,3127,299,95,1
498162,498162,498162,498162,HW245544,0810,0810,0,0,524,5,06,2012,2012-11-01,08:00:00,November,Thursday,Morning,1,11,group1,1/11,628,2,83,2
517809,517809,517809,517809,HW276945,0910,0910,0,0,1624,16,07,2013,2013-05-14,15:00:00,May,Tuesday,Afternoon,14,5,group1,14/5,2373,67,97,0
124485,124485,124485,124485,HV178222,0610,0610,0,0,614,6,05,2012,2012-02-29,15:00:00,February,Wednesday,Afternoon,29,2,group1,29/2,2373,256,79,0
391432,391432,391432,391432,HV598310,2820,2820,0,0,1834,18,26,2012,2012-12-08,02:00:00,December,Saturday,Night,8,12,group3,8/12,166,345,283,2
842193,842193,842193,842193,HX324807,0860,0860,1,0,124,1,06,2014,2014-06-30,07:35:00,June,Monday,Morning,30,6,group1,30/6,575,283,91,2
1264268,1264268,1264268,1264268,HY444098,0890,0890,0,0,934,9,06,2015,2015-07-28,06:00:00,July,Tuesday,Morning,28,7,group1,28/7,448,249,95,2
357826,357826,357826,357826,HV545094,0486,0486,0,1,2234,22,08B,2012,2012-11-02,11:25:00,November,Friday,Morning,2,11,group2,2/11,1305,134,51,2
1209472,1209472,1209472,1209472,HZ127714,0820,0820,0,0,1834,18,06,2016,2016-01-24,21:00:00,January,Sunday,Evening,24,1,group1,24/1,4156,192,84,1
891293,891293,891293,891293,HX405642,0486,0486,0,1,613,6,08B,2014,2014-08-28,09:30:00,August,Thursday,Morning,28,8,group2,28/8,823,250,51,2
773535,773535,773535,773535,HX208990,0910,0910,0,0,411,4,07,2014,2014-04-02,22:00:00,April,Wednesday,Evening,2,4,group1,2/4,4341,138,97,1
660578,660578,660578,660578,HW504516,1350,1350,0,0,911,9,26,2013,2013-10-23,07:00:00,October,Wednesday,Morning,23,10,group1,23/10,528,181,157,2
52643,52643,52643,52643,HY146732,0460,0460,0,0,122,1,08B,2015,2015-02-08,23:15:00,February,Sunday,Evening,8,2,group2,8/2,4516,346,39,1
130671,130671,130671,130671,HV187649,2820,2820,1,0,1224,12,26,2012,2012-03-07,19:43:00,March,Wednesday,Evening,7,3,group3,7/3,3830,335,283,1
910255,910255,910255,910255,HX437807,1330,1330,0,0,1224,12,26,2014,2014-09-21,17:05:00,September,Sunday,Afternoon,21,9,group1,21/9,3004,167,153,0
769380,769380,769380,769380,HX202346,1345,1345,0,0,114,1,14,2014,2014-03-28,18:34:00,March,Friday,Evening,28,3,group1,28/3,3473,245,156,1
854025,854025,854025,854025,HX344409,0610,0610,0,0,414,4,05,2014,2014-07-13,17:00:00,July,Sunday,Afternoon,13,7,group1,13/7,2982,57,79,0
240098,240098,240098,240098,HV361366,1320,1320,0,0,1424,14,14,2012,2012-07-01,09:30:00,July,Sunday,Morning,1,7,group1,1/7,823,9,152,2
1206649,1206649,1206649,1206649,HZ122392,0620,0620,0,0,1933,19,05,2016,2016-01-20,13:00:00,January,Wednesday,Afternoon,20,1,group1,20/1,1789,144,80,0
779451,779451,779451,779451,HX219231,0430,0430,0,0,824,8,04B,2014,2014-04-10,14:15:00,April,Thursday,Afternoon,10,4,group2,10/4,2145,18,33,0
747541,747541,747541,747541,HX164354,1320,1320,0,1,532,5,14,2014,2014-02-25,17:50:00,February,Tuesday,Afternoon,25,2,group1,25/2,3241,208,152,1
900902,900902,900902,900902,HX422056,2028,2028,1,0,712,7,18,2014,2014-09-09,15:37:00,September,Tuesday,Afternoon,9,9,group5,9/9,2561,365,255,0
501845,501845,501845,501845,HW251517,0486,0486,0,1,1111,11,08B,2013,2013-04-28,15:35:00,April,Sunday,Afternoon,28,4,group2,28/4,2549,246,51,0
980030,980030,980030,980030,HX558456,1305,1305,0,0,2411,24,14,2014,2014-12-27,17:00:00,December,Saturday,Afternoon,27,12,group1,27/12,2982,231,150,0
1247765,1247765,1247765,1247765,HZ195786,0486,0486,0,1,133,1,08B,2016,2016-03-21,15:45:00,March,Monday,Afternoon,21,3,group2,21/3,2599,161,51,0
1434674,1434674,1434674,1434674,HZ559006,0810,0810,0,0,132,1,06,2016,2016-11-30,03:10:00,November,Wednesday,Night,30,11,group1,30/11,253,278,83,2
918162,918162,918162,918162,HX451066,1330,1330,1,0,124,1,26,2014,2014-10-01,15:15:00,October,Wednesday,Afternoon,1,10,group1,1/10,2432,1,153,0
1211234,1211234,1211234,1211234,HZ135456,0810,0810,0,0,1614,16,06,2016,2016-01-30,18:00:00,January,Saturday,Evening,30,1,group1,30/1,3287,276,83,1
212389,212389,212389,212389,HV318289,0460,0460,0,0,2422,24,08B,2012,2012-06-04,15:25:00,June,Monday,Afternoon,4,6,group2,4/6,2496,302,39,0
129207,129207,129207,129207,HV185856,0810,0810,0,0,621,6,06,2012,2012-03-05,10:45:00,March,Monday,Morning,5,3,group1,5/3,1077,311,83,2
157143,157143,157143,157143,HV230484,0810,0810,0,0,1924,19,06,2012,2012-04-06,01:00:00,April,Friday,Night,6,4,group1,6/4,93,324,83,2
705425,705425,705425,705425,HW579107,0560,0560,0,0,1512,15,08A,2013,2013-12-20,20:00:00,December,Friday,Evening,20,12,group2,20/12,3915,147,73,1
1091713,1091713,1091713,1091713,HY375345,0486,0486,0,1,726,7,08B,2015,2015-08-09,13:00:00,August,Sunday,Afternoon,9,8,group2,9/8,1789,364,51,0
1423493,1423493,1423493,1423493,HZ536345,0860,0860,1,0,111,1,06,2016,2016-12-01,19:31:00,December,Thursday,Evening,1,12,group1,1/12,3769,3,91,1
309456,309456,309456,309456,HV469146,1320,1320,0,0,1212,12,14,2012,2012-09-09,21:45:00,September,Sunday,Evening,9,9,group1,9/9,4299,365,152,1
445907,445907,445907,445907,HW161287,1330,1330,0,0,925,9,26,2013,2013-02-18,14:10:00,February,Monday,Afternoon,18,2,group1,18/2,2124,112,153,0
714550,714550,714550,714550,HW556710,0840,0840,0,0,823,8,06,2012,2012-02-10,09:00:00,February,Friday,Morning,10,2,group1,10/2,751,16,86,2
1010659,1010659,1010659,1010659,HY233733,1320,1320,0,0,1412,14,14,2015,2015-04-23,23:30:00,April,Thursday,Evening,23,4,group1,23/4,4547,186,152,1
376102,376102,376102,376102,HV574064,041A,041A,0,0,1421,14,04B,2012,2012-11-23,18:04:00,November,Friday,Evening,23,11,group2,23/11,3307,182,30,1
957468,957468,957468,957468,HX519387,2826,2826,0,1,1021,10,26,2014,2014-11-24,01:09:00,November,Monday,Night,24,11,group3,24/11,104,194,285,2
1045348,1045348,1045348,1045348,HY294318,1154,1154,0,0,1033,10,11,2015,2015-06-03,08:00:00,June,Wednesday,Morning,3,6,group5,3/6,628,272,128,2
1245586,1245586,1245586,1245586,HZ192631,2027,2027,1,0,311,3,18,2016,2016-03-18,20:03:00,March,Friday,Evening,18,3,group5,18/3,3928,113,254,1
1040376,1040376,1040376,1040376,HY285556,0560,0560,0,0,2212,22,08A,2015,2015-06-02,21:00:00,June,Tuesday,Evening,2,6,group2,2/6,4156,140,73,1
326985,326985,326985,326985,HV496157,0560,0560,0,0,1111,11,08A,2012,2012-09-28,14:30:00,September,Friday,Afternoon,28,9,group2,28/9,2226,251,73,0
65360,65360,65360,65360,HY171878,0810,0810,0,0,1733,17,06,2015,2015-02-25,21:00:00,February,Wednesday,Evening,25,2,group1,25/2,4156,208,83,1
1444522,1444522,1444522,1444522,JA104426,0610,0610,0,0,334,3,05,2016,2016-12-27,00:10:00,December,Tuesday,Night,27,12,group1,27/12,16,231,79,2
590621,590621,590621,590621,HW393374,1753,1753,0,1,2432,24,02,2013,2013-08-04,18:00:00,August,Sunday,Evening,4,8,group2,4/8,3287,304,222,1
417551,417551,417551,417551,HW116028,0620,0620,0,0,411,4,05,2013,2013-01-13,14:00:00,January,Sunday,Afternoon,13,1,group1,13/1,2074,48,80,0
72822,72822,72822,72822,HY185303,0486,0486,0,1,1231,12,08B,2015,2015-03-15,10:30:00,March,Sunday,Morning,15,3,group2,15/3,1017,77,51,2
548886,548886,548886,548886,HW326704,0890,0890,0,0,1933,19,06,2013,2013-06-19,20:18:00,June,Wednesday,Evening,19,6,group1,19/6,3995,128,95,1
276350,276350,276350,276350,HV417663,0820,0820,0,0,1023,10,06,2012,2012-08-05,19:00:00,August,Sunday,Evening,5,8,group1,5/8,3616,316,84,1
1063156,1063156,1063156,1063156,HY325627,0560,0560,0,1,231,2,08A,2015,2015-07-03,05:05:00,July,Friday,Night,3,7,group2,3/7,384,273,73,2
673823,673823,673823,673823,HW525702,0840,0840,0,0,2233,22,06,2013,2013-04-01,15:00:00,April,Monday,Afternoon,1,4,group1,1/4,2373,6,86,0
806771,806771,806771,806771,HX265106,1153,1153,0,0,815,8,11,2014,2014-05-16,14:00:00,May,Friday,Afternoon,16,5,group5,16/5,2074,91,127,0
1119154,1119154,1119154,1119154,HY422682,0810,0810,0,0,114,1,06,2015,2015-09-13,16:00:00,September,Sunday,Afternoon,13,9,group1,13/9,2672,59,83,0
274749,274749,274749,274749,HV415284,0486,0486,0,1,715,7,08B,2012,2012-08-04,13:05:00,August,Saturday,Afternoon,4,8,group2,4/8,1817,304,51,0
450113,450113,450113,450113,HW168433,0530,0530,0,0,821,8,04A,2013,2013-01-01,03:30:00,January,Tuesday,Night,1,1,group2,1/1,277,0,62,2
513225,513225,513225,513225,HW269697,1811,1811,1,0,2221,22,18,2013,2013-05-11,10:10:00,May,Saturday,Morning,11,5,group5,11/5,941,31,229,2
743086,743086,743086,743086,HX142522,1206,1206,0,0,1654,16,11,2013,2013-12-02,15:00:00,December,Monday,Afternoon,2,12,group5,2/12,2373,135,137,0
136040,136040,136040,136040,HV197150,1506,1506,1,0,2534,25,16,2012,2012-03-14,14:25:00,March,Wednesday,Afternoon,14,3,group4,14/3,2201,65,179,0
631660,631660,631660,631660,HW457998,0486,0486,1,1,1125,11,08B,2013,2013-09-19,08:06:00,September,Thursday,Morning,19,9,group2,19/9,637,131,51,2
329052,329052,329052,329052,HV499470,0810,0810,0,0,2433,24,06,2012,2012-09-30,22:00:00,September,Sunday,Evening,30,9,group1,30/9,4341,286,83,1
1162405,1162405,1162405,1162405,HY498928,1154,1154,0,0,2413,24,11,2015,2015-11-12,11:00:00,November,Thursday,Morning,12,11,group5,12/11,1157,38,128,2
1456211,1456211,1456211,1456211,JA121118,0860,0860,1,0,833,8,06,2017,2017-01-18,19:00:00,January,Wednesday,Evening,18,1,group1,18/1,3616,108,91,1
442054,442054,442054,442054,HW155293,2825,2825,0,0,522,5,26,2012,2012-02-13,08:00:00,February,Monday,Morning,13,2,group3,13/2,628,52,284,2
1355616,1355616,1355616,1355616,HZ420179,0560,0560,0,1,1712,17,08A,2016,2016-09-04,12:00:00,September,Sunday,Afternoon,4,9,group2,4/9,1493,305,73,0
1031292,1031292,1031292,1031292,HY269802,0810,0810,0,0,122,1,06,2015,2015-05-21,18:46:00,May,Thursday,Evening,21,5,group1,21/5,3536,163,83,1
211332,211332,211332,211332,HV316613,0890,0890,0,0,1823,18,06,2012,2012-06-02,18:00:00,June,Saturday,Evening,2,6,group1,2/6,3287,140,95,1
255310,255310,255310,255310,HV385031,1320,1320,0,0,1424,14,14,2012,2012-07-15,02:45:00,July,Sunday,Night,15,7,group1,15/7,222,81,152,2
1248560,1248560,1248560,1248560,HZ197202,1310,1310,0,0,234,2,14,2016,2016-03-22,08:00:00,March,Tuesday,Morning,22,3,group1,22/3,628,173,151,2
714670,714670,714670,714670,HX104391,2825,2825,0,0,713,7,26,2014,2014-01-05,09:00:00,January,Sunday,Morning,5,1,group3,5/1,751,306,284,2
380348,380348,380348,380348,HV580748,0890,0890,0,0,1831,18,06,2012,2012-11-25,20:00:00,November,Sunday,Evening,25,11,group1,25/11,3915,206,95,1
19602,19602,19602,19602,HZ282937,041A,041A,0,0,1011,10,04B,2016,2016-05-28,02:40:00,May,Saturday,Night,28,5,group2,28/5,214,247,30,2
1222763,1222763,1222763,1222763,HZ151906,0810,0810,1,0,114,1,06,2016,2016-02-14,13:30:00,February,Sunday,Afternoon,14,2,group1,14/2,1931,64,83,0
977198,977198,977198,977198,HX554052,0486,0486,1,1,313,3,08B,2014,2014-12-24,15:19:00,December,Wednesday,Afternoon,24,12,group2,24/12,2455,195,51,0
691639,691639,691639,691639,HW550898,1310,1310,0,0,1733,17,14,2013,2013-11-28,03:55:00,November,Thursday,Night,28,11,group1,28/11,303,242,151,2
116678,116678,116678,116678,HV165641,1811,1811,1,0,633,6,18,2012,2012-02-20,13:30:00,February,Monday,Afternoon,20,2,group5,20/2,1931,148,229,0
418681,418681,418681,418681,HW117867,1150,1150,0,0,1533,15,11,2013,2013-01-12,06:30:00,January,Saturday,Morning,12,1,group5,12/1,486,36,124,2
